ShortName,2000_note,2000_source,2000_value,2001_note,2001_source,2001_value,2002_note,2002_source,2002_value,2003_note,2003_source,2003_value,2004_note,2004_source,2004_value,2005_note,2005_source,2005_value,2006_note,2006_source,2006_value,2007_note,2007_source,2007_value,2008_note,2008_source,2008_value,2009_note,2009_source,2009_value,2010_note,2010_source,2010_value,2011_note,2011_source,2011_value,2012_note,2012_source,2012_value,2013_note,2013_source,2013_value,2014_note,2014_source,2014_value,2015_note,2015_source,2015_value,2016_note,2016_source,2016_value,2017_note,2017_source,2017_value,2018_note,2018_source,2018_value,2019_note,2019_source,2019_value,2020_note,2020_source,2020_value,data_country,data_year
Japan,PC-based only.,Ministry of Internal Affairs and Communications (MIC).,29.99,PC-based only.,Ministry of Internal Affairs and Communications (MIC).,38.53,PC-based only.,Ministry of Internal Affairs and Communications (MIC).,46.59,PC-based only.,Ministry of Internal Affairs and Communications (MIC).,48.44,"Incl. users accessing internet through cellphones, PHS and game console.",Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).,62.39,Population age 6+.,Ministry of Internal Affairs and Communications.,66.92,Population age 6+.,Ministry of Internal Affairs and Communications.,68.69,Population age 6+.,Ministry of Internal Affairs and Communications. ,74.30,Population age 6+.,Ministry of Internal Affairs and Communications.,75.40,Population age 6+.,Ministry of Internal Affairs and Communications.,78.00,Population age 6+.,Ministry of Internal Affairs and Communications,78.21,Population age 6+.,Ministry of Internal Affairs and Communications,79.05,Population age 6+.,Ministry of Internal Affairs and Communications,79.50,Population age 6+.,Ministry of Internal Affairs and Communications,88.22,Population age 6+.,Ministry of Internal Affairs and Communications,89.11,,Ministry of Internal Affairs and Communications,91.06,estimated by the following method. (The estimation population of more than 6 years old)×(Survey result(%)). Used in the last 12 months,Ministry of Internal Affairs and Communications,93.18,,Ministry of Internal Affairs and Communications,91.73,,Ministry of Internal Affairs and Communications,91.28,,Ministry of Internal Affairs and Communications,92.73,,,,,
Jersey,,,9.22,,,16.06,,,19.41,,,22.73,,,30.68,,,31.25,,,31.82,,ITU estimate.,32.39,,,,,,,,,,,ITU estimate.,36.00,,ITU estimate.,41.03,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,2.62,,,4.71,,,6.03,,,8.47,,,11.66,,,12.93,,,13.87,,Telecommunications Regulatory Commission.,20.00,,ITU estimate.,23.00,Population age 5+.,Department of Statistics.,26.00,Population age 5+.,Department of Statistics of Jordan,27.20,Population age 5+.,Department of Statistics of Jordan,34.90,Population age 5+.,Department of Statistics of Jordan,37.00,Population age 5+.,Department of Statistics of Jordan,41.40,Population age 5+.,Department of Statistics of Jordan,46.20,,ITU estimate.,60.11,,ITU estimate.,62.30,,ITU estimate.,66.79,,,,,,,,,,,
Kazakhstan,,,0.67,,,1.01,,,1.67,,,2.00,,,2.65,,,2.96,,,3.27,,Ministry of the Republic of Kazakhstan for Communications and Information,4.02,,Ministry of the Republic of Kazakhstan for Communications and Information,11.00,,Ministry of the Republic of Kazakhstan for Communications and Information,18.20,According to annual sample surveys. Population age 16-74.,The Agency of the Republic of Kazakhstan on Statistics,31.60,,The Agency of the Republic of Kazakhstan on Statistics,50.60,,Agency of the Republic of Kazakhstan on Statistics.,61.91,,Agency of the Republic of Kazakhstan on Statistics.,63.30,,ITU estimate.,66.00,,"Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan",70.83,,"Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan",74.59,,"Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan",76.43,,"Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan",78.90,,Ministry of National Economy of the Republic of Kazakhstan
Committee on Statistics,81.88,,,,,
Kenya,,,0.32,,,0.62,,,1.21,,,2.94,,,3.02,,,3.10,,ITU estimate.,3.60,,ITU estimate.,4.40,,ITU estimate.,5.20,,Kenya National Bureau of Statistics,6.10,,National Bureau of Statistics and Communications Commission of Kenya.,7.20,,ITU estimate.,8.80,,ITU estimate.,10.50,,ITU estimate.,13.00,,ITU estimate.,16.50,,Kenya National Bureau of Statistics,16.59,,ITU,16.60,,ITU estimate.,17.83,,,,,Kenya National Bureau of Statistics,22.57,,,,,
Kiribati,,ITU estimate.,1.79,,ITU estimate.,2.34,,ITU estimate.,2.50,,ITU estimate.,3.00,,ITU estimate.,3.50,,ITU estimate.,4.00,,"NSO, 2006 Kiribati HIES",4.50,,ITU estimate.,6.00,,ITU estimate.,7.00,,Telecommunications Authority of Kiribati,8.97,,Telecommunications Authority of Kiribati,9.07,,Telecommunications Authority of Kiribati,10.00,,ITU estimate.,10.75,,ITU estimate.,11.50,,ITU estimate.,12.25,,ITU estimate.,13.00,,ITU estimate.,13.70,,ITU estimate.,14.58,,,,,,,,,,,
Korea (Rep. of),In the last month. Population age 3+.,KRNIC.,44.70,In the last month. Population age 3+.,KRNIC.,56.60,In the last month. Population age 3+.,NIDA.,59.40,In the last month. Population age 3+.,NIDA.,65.50,Population age 3+.,KISA.,72.70,Population age 3+.,KISA.,73.50,Population age 3+.,KISA.,78.10,Population age 3+.,KISA.,78.80,Population age 3+.,Korea Communications Commission,81.00,Population age 3+.,KCC and KISA.,81.60,Population age 3+.,Korea Communications Commission,83.70,Population age 3+.,Korea Communications Commission (KCC),83.76,Population age 3+.,"Ministry of Science, ICT & Future Planning(MSIP)",84.07,Population age 3+.,"Ministry of Science, ICT & Future Planning(MSIP)",84.77,Population age 16-74.,"Ministry of Science, ICT & Future Planning(MSIP)",87.56,Individuals aged 16-74,Ministry of Science and ICT,89.90,Individuals aged 16-74,Ministry of Science and ICT,92.84,Individuals aged 16-74,Ministry of Science and ICT,95.07,,Ministriy of Sceience and ICT(MSIT),96.02,,Ministriy of Sceience and ICT(MSIT),96.16,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurostat,83.89,,Eurostat,89.44,,,,,,,,
Kuwait,,,6.73,,,8.55,,,10.25,,,22.40,,,22.93,,,25.93,,,28.79,,ITU estimate.,34.80,,ITU estimate.,42.00,,ITU estimate.,50.80,,ITU estimate.,61.40,,Central Statistical Bureau,65.77,,ITU estimate.,70.45,,ITU estimate.,75.46,,ITU estimate.,78.70,"last year, all ages",ITU estimate.,72.00,,ITU estimate.,78.37,,Communication and Information Technology Regulatory Authority,98.00,,Communication and Information Technology Regulatory Authority,99.60,,Communication and Information Technology Regulatory Authority,99.54,,,,,
Kyrgyzstan,,,1.04,,,3.00,,,3.00,,,3.91,,,5.09,,,10.53,,,12.31,,State Communication Agency under the Government of the Kyrgyz Republic,14.03,,,15.70,,ITU estimate.,16.00,,ITU estimate.,16.30,,ITU estimate.,17.50,,ITU estimate.,19.80,,ITU estimate.,23.00,,ITU estimate.,28.30,,ITU estimate.,30.25,18+,ITU estimate.,37.00,,ITU estimate.,38.20,,,,,,,,,,,
Lao P.D.R.,,,0.11,,,0.18,,,0.27,,,0.33,,,0.36,,,0.85,,,1.17,,National Authority of Post and Telecommunication,1.64,,National Authority of Post and Telecommunication,3.55,,National Authority of Post and Telecommunication,6.00,,National Authority of Post and Telecommunication,7.00,,Ministry of Posts and Telecommunications ,9.00,,ITU estimate.,10.75,,ITU estimate.,12.50,,ITU estimate.,14.26,,ITU estimate.,18.20,,ITU estimate.,21.87,,ITU estimate.,25.51,,,,,,,,,,,
Latvia,,Ministry of Transport.,6.32,,Ministry of Transport.,7.22,,ITU estimate.,21.94,,ITU estimate.,26.98,Population age 16-74.,Eurostat.,38.58,Population age 16-74.,Eurostat.,46.00,Population age 16-74.,Eurostat.,53.63,Population age 16-74.,Eurostat.,59.17,Population age 16-74.,Ministry of Transport,63.41,Population age 16-74.,Eurostat.,66.84,Population age 16-74.,Eurostat.,68.42, Users in the last 3 months. Age 16-74.,Eurostat.,69.75, Users in the last 3 months.,Eurostat.,73.12,Population age 16-74.,Eurostat.,75.23,Population age 16-74.,Eurostat,75.83,last 3 months.,Central Statistical Bureau of Latvia,79.20,last 3 months.,Central Statistical Bureau of Latvia,79.84,last 3 months.,Central Statistical Bureau of Latvia,80.11,,Central Statistical Bureau of Latvia,83.58,,Central Statistical Bureau of Latvia,86.14,,Central Statistical Bureau of Latvia,88.90,,
Lebanon,,Lebanese Broadcasting International.,7.95,,Lebanese Broadcasting International.,6.78,,ITU estimate. ,7.00,,ITU estimate. ,8.00,,ITU estimate. ,9.00,Population age 6+.,,10.14,,ITU estimate. ,15.00,,Ministère des Télécommunications,18.74,TRA estimates the number of Internet users based on the number of Internet subscriptions (3 users for every subscription). ,Ministère des Télécommunications,22.53,Estimate based on population aged 15+.,ITU estimate.,30.14,Estimate based on population aged 15+.,ITU estimate.,43.68,Population age 15+.,Presidency of the Council of Ministers,52.00,,ITU estimate.,61.25,,ITU estimate.,70.50,,ITU estimate.,73.00,,ITU estimate.,74.00,,ITU estimate.,76.11,,ITU estimate.,78.18,,,,,,,,,,,
Lesotho,,Telecomm Lesotho (TCL).,0.21,,Telecomm Lesotho (TCL).,0.26,,Lesotho Telecommunications Authority (LTA).,1.08,,Lesotho Telecommunications Authority (LTA).,1.53,,Lesotho Telecommunications Authority (LTA).,2.18,,ITU estimate.,2.58,,Lesotho Telecommunications Authority (LTA).,2.98,,Lesotho Telecommunications Authority (LTA).,3.45,,Lesotho Telecommunications Authority,3.58,,Lesotho Telecommunications Authority,3.72,,ITU estimate.,3.86,,ITU estimate.,7.00,,ITU estimate.,10.00,,ITU estimate.,15.00,,ITU estimate.,22.00,,ITU estimate.,25.00,,LCA,32.45,,ITU estimate.,29.79,,,,,,,,,,,
Liberia,,,0.02,,,0.03,,,0.03,,ITU estimate.,0.03,,ITU estimate.,0.03,,,,,,,,ITU estimate.,0.55,,ITU estimate.,0.53,,ITU estimate.,2.00,,Liberia Telecommunications Authority ,2.30,,ITU estimate.,2.50,,ITU estimate.,2.60,,ITU estimate.,3.20,,ITU estimate.,5.41,18+ used in last month,ITU estimate.,33.00,,ITU estimate.,7.32,,ITU estimate.,7.98,,,,,,,,,,,
Libya,,Ministry of Transport and Communications.,0.19,,Ministry of Transport and Communications.,0.37,,Ministry of Transport and Communications.,2.24,,Ministry of Transport and Communications.,2.81,,Ministry of Transport and Communications.,3.53,,ITU estimate.,3.92,,ITU estimate.,4.30,,Ministry of Transport and Communications.,4.72,,ITU estimate.,9.00,,ITU estimate.,10.80,,ITU estimate.,14.00,,ITU estimate.,14.00,,,,,ITU estimate.,16.50,,ITU estimate.,17.76,,ITU estimate.,19.02,,ITU estimate.,20.27,,ITU estimate.,21.76,,,,,,,,,,,
Liechtenstein,,,36.52,,,45.12,,,59.47,,,58.81,,,64.01,,,63.37,,,64.21,,ITU estimate.,65.08,,ITU estimate.,70.00,,ITU estimate.,75.00,,ITU estimate. ,80.00,Estimate.,Office for Communications,85.00,,ITU estimate.,89.41,,ITU estimate.,93.80,,ITU estimate.,95.21,,ITU estimate.,96.64,,ITU estimate.,98.09,,ITU estimate.,99.55,,,,,,,,,,,
Lithuania,,Lithuanian Telecom.,6.43,,Lithuanian Telecom.,7.18,Population age 16-74 using Internet in the last 3 months.,Eurostat.,17.69,Population age 16-74 using Internet in the last 3 months.,Eurostat.,25.91,Population age 16-74 using Internet in the last 12 months.,Eurostat.,31.23,Population age 16-74 using Internet in the last 12 months.,Eurostat.,36.22,Population age 16-74 using Internet in the last 12 months.,Eurostat.,43.90,Population age 16-74 using Internet in the last 12 months.,Eurostat.,49.90,Population age 16-74 using Internet in the last 12 months.,Eurostat.,55.22,Population age 16-74 using Internet in the last 12 months.,Eurostat.,59.76,Population age 16-74 using Internet in the last 12 months.,Statistics Lithuania.,62.12, Users in the last 3 months. Age 16-74.,Eurostat.,63.64, Users in the last 3 months.,Eurostat.,67.23,Population age 16-74.,Eurostat.,68.45,Population age 16-74.,Eurostat,72.13,individuals between 16 and 74,Statistics Lithuania,71.38,individuals between 16 and 74,ITU,74.38,individuals between 16 and 74,Statistics Lithuania,77.62,,Statistics Lithuania,79.72,,Statistics Lithuania,81.58,,,,,
Luxembourg,,Institut Luxembourgeois de Régulation.,22.89,Population age 12+.,ILRES.,36.16,"Population age 16-74, in the last 3 months.",Eurostat.,39.84,Population age 16-74.,Eurostat.,54.55,Population age 16-74.,Eurostat.,65.88,Population age 16-74.,Eurostat.,70.00,Population age 16-74.,Eurostat.,72.51,Population age 16-74.,Eurostat.,78.92,Population age 16-74.,Eurostat and Statec.,82.23,Population age 16-74.,Eurostat.,87.31,Population age 16-74.,Eurostat.,90.62, Users in the last 3 months. Age 16-74.,Eurostat.,90.03, Users in the last 3 months.,Eurostat.,91.95,Population age 16-74.,Eurostat.,93.78,Population age 16-74.,Eurostat,94.67,,Service Central de la Statistique et des Etudes Economiques (STATEC),96.38,,Service Central de la Statistique et des Etudes Economiques (STATEC),98.14,,Service Central de la Statistique et des Etudes Economiques (STATEC),97.36,,Service Central de la Statistique et des Etudes Economiques (STATEC),97.06,,,,,,,,
"Macao, China",,Estimated by DSTR.,13.61,,Estimated by DSTR.,22.52,,Estimated by DSTR.,25.17,,Estimated by DSTR.,25.74,,Estimated by DSTR.,31.48,,Estimated by DSTR.,34.86,Population age 3+. (Break in comparability),Statistics and Census Service,46.40,Estimated based on survey's results. Population age 3+.,ITU estimate.,47.33,Population age 3+.,Statistics and Census Service,49.24,Population age 3+.,Statistics and Census Service,54.00,Population age 3+.,Statistics and Census Service,55.20,last 3 months.,Statisitics and Census Service,60.20,Population age 3+.,Statistics and Census Service,61.31,Population age 3+.,Statistics and Census Service,65.80,Population age 3+.,Statistics and Census Service,69.78,Individuals aged 3 and above using computer/Internet in the last 3 months prior to the date of interview.,Statistics and Census Service,77.60,Individuals aged 3 and above using computer/Internet/mobile in the last 3 months prior to the date of interview.,Statistics and Census Service,81.64,Individuals aged 3 and above using computer/Internet/mobile in the last 3 months prior to the date of interview.,Statistics and Census Service,83.17,,Statistics and Census Service,83.79,,Statistics and Census Service,86.47,,,,,
Madagascar,,,0.20,,,0.22,,,0.34,,ITU estimate.,0.42,,ITU estimate.,0.53,,ITU estimate.,0.57,,ITU estimate.,0.61,,ITU estimate.,0.65,,ITU estimate.,1.65,,ITU estimate.,1.63,,ITU estimate.,1.70,,ITU estimate.,1.90,,ITU estimate.,2.30,,ITU estimate.,3.00,,ITU estimate.,3.70,,ITU estimate.,4.17,,ITU estimate.,4.71,,,,,,,,,,,,,,
Malawi,,,0.13,,,0.16,,,0.22,,,0.28,,,0.35,,,0.38,,,0.43,,Malawi Communications Regulatory Authority.,0.97,,Malawi Communications Regulatory Authority,0.70,,Malawi Communications Regulatory Authority,1.07,,Malawi Communications Regulatory Authority,2.26,,"Malawi Communications Regulatory Authority
",3.33,,ITU estimate.,4.35,,ITU estimate.,5.05,,ITU estimate.,5.83,,ITU estimate.,5.30,,,11.47,,ITU estimate.,13.78,,,,,,,,,,,
Malaysia,,PIKOM.,21.38,,PIKOM.,26.70,,PIKOM.,32.34,,PIKOM.,34.97,,PIKOM.,42.25,,PIKOM.,48.63,,PIKOM.,51.64,,Malaysian Communications and Multimedia Malaysia,55.70,Refers to total population.,Malaysian Communications and Multimedia Malaysia,55.80,Refers to total population.,Malaysian Communications and Multimedia Malaysia,55.90,Refers to total population.,Malaysian Communications and Multimedia Commission,56.30,Refers to total population.,Malaysian Communications and Multimedia Commission,61.00,Refers to total population.,Malaysian Communications and Multimedia Commission,65.80,Population age 15+.,Department of Statistics,57.06,Population age 15+.,Department of Statistics,63.67,,Department of Statistics,71.06,Estimates by DOSM,Department of Statistics,78.79,,Department of Statistics,80.14,,Department of Statistics,81.20,,"Department of Statistics, Malaysia",84.19,,,,,
Maldives,Not from official survey data. Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Mobile Internet users are not included.,Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).,2.20,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).,3.62,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).,5.35,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).,5.98,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).,6.59,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Telecommunications Authority of Maldives (TAM).,6.87,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Telecommunications Authority of Maldives (TAM).,11.04,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Communications Authority of Maldives,16.30,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Communications Authority of Maldives,23.20,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users.,Communications Authority of Maldives,24.80,Population age 15+. Census.,"Statistics Division, Department of National Planning",26.53,,ITU estimate. ,34.00,,ITU estimate.,38.93,,ITU estimate.,44.10,,ITU estimate.,49.28,,ITU estimate.,54.46,,ITU estimate.,59.09,,ITU estimate.,63.19,,,,,,,,,,,
Mali,,,0.14,,,0.19,,,0.23,,,0.31,,,0.43,,,0.51,,,0.73,,Comité de Régulation des Télécommnications CRT,0.81,,Comité de Régulation des Télécommnications CRT,1.57,,ITU estimate.,1.80,,ITU estimate.,2.00,,Institut National de la Statistique (ex Direction Nationale de la Statistique et de l'Informatique),2.20,,ITU estimate.,2.80,,ITU estimate.,3.50,,ITU estimate.,7.00,,ITU estimate.,10.33,,ITU estimate.,11.11,,ITU estimate.,12.72,,,,,,,,,,,
Malta,,Malta Communications Authority.,13.11,,Malta Communications Authority.,17.88,,Malta Communications Authority.,28.92,,Malta Communications Authority.,31.64,,Malta Communications Authority.,34.62,Population age 16-74.,Eurostat.,41.24,Population age 16-74.,Eurostat.,40.41,Population age 16-74.,Eurostat.,46.90,Population age 16-74.,Eurostat.,50.08,Population age 16-74.,Eurostat.,58.86,Population age 16-74.,Malta Communications Authority,63.00, Users in the last 3 months. Age 16-74.,Eurostat.,68.02, Users in the last 3 months.,Eurostat.,68.20,Population age 16-74.,Eurostat.,68.91,Population age 16-74.,Eurostat,73.17,Individuals who have used the internet 3 months prior to the survey - 2015,National Statistics Office,75.96,Individuals who have used the internet 3 months prior to the survey - 2016,National Statistics Office,78.08,Individuals who have used the internet 3 months prior to the survey - 2017,National Statistics Office,81.01,,National Statistics Office,81.66,,National Statistics Office,85.78,,,,,
Marshall Islands,,National Telecommunications Authority.,1.53,,National Telecommunications Authority.,1.71,,National Telecommunications Authority.,2.34,,National Telecommunications Authority.,2.57,,National Telecommunications Authority.,3.60,,National Telecommunications Authority.,3.88,,National Telecommunications Authority.,3.80,,ITU estimate.,3.95,,ITU estimate.,4.60,,ITU estimate.,5.60,,ITU estimate.,7.00,,ITU estimate.,10.00,,ITU estimate.,12.50,,ITU estimate.,14.00,,ITU estimate.,16.80,,ITU estimate.,19.28,,ITU estimate.,29.79,,ITU estimate.,38.70,,,,,,,,,,,
Martinique,,,7.79,,,10.31,,,15.35,,,20.33,,,27.78,,,32.65,,ITU estimate.,34.99,,ITU estimate.,37.33,,ITU estimate.,39.67,,ITU estimate.,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,0.19,,,0.26,,,0.36,,,0.42,,,0.48,,,0.67,,,0.98,,ITU estimate.,1.43,,ITU estimate.,1.87,,ITU estimate.,2.28,,ITU estimate.,4.00,,ITU estimate. ,4.50,,ITU estimate.,5.00,,ITU estimate.,6.20,,ITU estimate.,10.70,,ITU estimate.,15.20,,ITU estimate.,18.00,,ITU estimate.,20.80,,,,,,,,,,,
Mauritius,,Mauritius Telecom.,7.28,,Mauritius Telecom.,8.78,Population age 12+.,Mauritius Telecom.,10.25,,ITU estimate.,12.19,,ITU estimate.,13.69,,ITU estimate.,15.17,Population age 12+.,Central Statistics Office,16.70,,Information Communication Technologies Authority,20.22,Population age 12+.,Central Statistics Office,21.81,,Information Communication Technologies Authority,22.51,Population age 5+.,Central Statistics Office.,28.33,,ITU estimate.,34.95,Individuals aged 5 years and above,Statistics Mauritius,35.42,Population age 5+.,Statistics Mauritius,40.12,Population age 5+.,Statistics Mauritius,44.80,Estimate,Statistics Mauritius,50.14,,ITU estimate.,52.19,,Statistics Mauritius,55.40,,Statistics Mauritius,58.60,,Statistics Mauritius,64.00,,,,,
Mayotte,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,COFETEL.,5.08,,INEGI.,7.04,Population age 6+.,ITU estimate.,11.90,Estimated based on 2002 and 2004 surveys' results. Population age 6+.,ITU estimate.,12.90,Population age 6+.,ITU estimate.,14.10,Estimate to December based on ENDUTIH survey. Refers to total population.,ITU estimate.,17.21,Estimate to December based on ENDUTIH survey. Refers to total population.,ITU estimate.,19.52,Estimate to December based on ENDUTIH survey. Refers to total population.,Comisión Federal de Telecomunicaciones,20.81,Estimate to December based on ENDUTIH survey. Refers to total population.,Comisión Federal de Telecomunicaciones de México,21.71,Estimate to December based on ENDUTIH survey. Refers to total population.,Comisión Federal de Telecomunicaciones de México,26.34,Estimate to December based on ENDUTIH survey. Refers to total population.,Comisión Federal de Telecomunicaciones de México,31.05,Population age 6+.,INEGI,37.18,Population age 6+.,Instituto Nacional de Estadística y Geografía (INEGI),39.75,Population age 6+.,Instituto Nacional de Estadística y Geografía (INEGI),43.46,Population age 6+.,Instituto Nacional de Estadística y Geografía (INEGI),44.39,Población de seis años o más. Datos referidos al mes de mayo de 2015,Instituto Nacional de Estadística y Geografía (INEGI),57.43,Figures for the population aged 6 and over. Data referring to the month of May 2016.,ITU,59.54,Figures for the population aged 6 and over. Data referring to the month of May 2017.,Instituto Nacional de Estadística y Geografía (INEGI),63.85,,Instituto Nacional de Estadística y Geografía (INEGI),65.77,,Instituto Nacional de Estadística y Geografía (INEGI),70.07,,,,,
Micronesia,,,3.73,,,4.66,,,5.57,,,9.23,,,11.02,,,11.88,,,12.75,,ITU estimate.,13.62,,"Department of Transportation, Communications and Infrastructure",14.49,,"Department of Transportation, Communications and Infrastructure",15.35,,ITU estimate.,20.00,,ITU estimate.,22.80,,ITU estimate.,25.97,,ITU estimate.,27.80,,ITU estimate.,29.65,,ITU estimate.,31.50,,ITU estimate.,33.35,,ITU estimate.,35.30,,,,,,,,,,,
Moldova,,,1.28,,,1.49,,,3.79,,,7.41,,,10.63,,National Regulatory Agency for Electronic Communications and Information Technology,14.63,,National Regulatory Agency for Electronic Communications and Information Technology,19.62,,National Regulatory Agency for Electronic Communications and Information Technology,20.45,Based on RCC data.,National Regulatory Agency for Electronic Communications and Information Technology,23.39,,ITU estimate.,27.50,,ITU estimate.,32.30,,National Regulatory Agency for Electronic Communications and Information Technology,38.00,,ITU estimate.,43.37,,Government of Moldova E-Government Center.,60.00,,Ministry of Information Technologies and Communication,67.00,,National Bureau of Statistics of the Republic of Moldova,69.00,"According to the Analytical Survey report “Citizens” perception, uptake and support for the e-Transformation of Governance in the Republic of  Moldova” – 2016, the share of Internet users who accessed the Internet over the past 12 months at least once a day is of 71%.",National Bureau of Statistics of the Republic of Moldova,71.00,,ITU estimate.,76.12,,,,,,,,,,,
Monaco,,,42.18,,,46.65,,,48.05,,,49.49,,,52.49,,,55.46,,,61.48,,ITU estimate.,64.38,,Direction des Communications Electroniques,67.25,,Direction des Communications Electroniques,70.10,,Direction des Communications Electroniques,75.00,,ITU estimate.,80.30,,ITU estimate.,87.00,,ITU estimate.,90.70,,ITU estimate.,92.40,,ITU estimate.,93.36,,ITU estimate.,95.21,,ITU estimate.,97.05,,,,,,,,,,,
Mongolia,,,1.26,,,1.65,,,2.04,,,,,,,,,,,,,,ITU estimate.,9.00,,ITU estimate based on survey results 2010 and previous data from Communications Regulatory Commission of Mongolia,9.80,,ITU estimate based on survey results 2010 and previous data from Communications Regulatory Commission of Mongolia,10.00,Refers to total population.,National Statistical Office of Mongolia,10.20,,National Statistical Office of Mongolia,12.50,from Household Socio-Economic survey-2012,National Statistical Office of Mongolia,16.40,All population,National Statistical Office of Mongolia,17.70,All population,National Statistical Office of Mongolia,19.94,,National Statistical Office of Mongolia,22.50,,ITU,22.27,,ITU estimate.,23.71,,National Statistical Office of Mongolia,47.13,,National Statistical Office of Mongolia,51.08,,,,,
Montenegro,,,,,,,,,,,,,,Agency for Telecommunications and Postal Services.,25.35,,ITU estimate.,27.10,,ITU estimate.,28.90,,ITU estimate.,30.80,,ITU estimate.,32.90,,ITU estimate.,35.10,,ITU estimate.,37.50,Population age 16-74.,Statistical Office of Montenegro - MONSTAT,35.61,Population age 16-74.,Statistical Office of Montenegro,56.84,Population age 16-74.,Eurostat.,60.31,,ITU estimate.,61.00,,Statistical Office of Montenegro,68.12,,Statistical Office of Montenegro,69.88,,Statistical Office of Montenegro,71.27,,Statistical Office of Montenegro,71.52,,Statistical Office of Montenegro,73.48,,,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,25.91,,ITU estimate.,20.43,,ITU estimate.,20.32,,ITU estimate.,20.26,,Ministry of Communications & Works,35.00,,Statistics Department,54.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,Agence nationale de réglementation des télécommunications.,0.69,,Agence nationale de réglementation des télécommunications.,1.37,,Agence nationale de réglementation des télécommunications.,2.37,,Agence nationale de réglementation des télécommunications.,3.35,Population age 12-65 using Internet at least once during the last month.,Agence nationale de réglementation des télécommunications.,11.61,Population age 12-65 using Internet at least once during the last month.,Agence nationale de réglementation des télécommunications.,15.08,Population age 12-65 using Internet at least once during the last month.,Agence nationale de réglementation des télécommunications.,19.77,Population age 12-65 using Internet at least once during the last month.,Agence Nationale de Réglementation des Télécommunications,21.50,Population age 12-65 using Internet at least once during the last month.,Agence Nationale de Réglementation des Télécommunications,33.10,Population age 12-65.,Agence Nationale de Réglementation des Télécommunications,41.30,"Estimate for population age 6-74 in electrified areas (98% of households are in electrified areas (with 86,4% in rural areas)).",Agence Nationale de Réglementation des Télécommunications,52.00,Population age 12-65. Living in electrified areas.,Agence Nationale de Réglementation des Télécommunications,46.11,Population aged 6 to 74 using Internet in the last 12 months.,AGENCE NATIONALE DE REGLEMENTATION DES TELECOMMUJNICATIONS,55.42,Population aged 5 to 75 using Internet in the last 12 months.,AGENCE NATIONALE DE REGLEMENTATION DES TELECOMMUJNICATIONS,56.00,Population aged 5 to 75 using Internet in the last 3 months.,AGENCE NATIONALE DE REGLEMENTATION DES TELECOMMUJNICATIONS,56.80,,Agence Nationale de Réglementation des Télécommunications,57.08,,Agence Nationale de Réglementation des Télécommunications,58.27,,Direction de la Statistique,61.76,,Direction de la Statistique,64.80,,"Direction de la Statistique
Direction de la Statistique
",74.38,,,,,
