ISO alpha-3,Country,Region,Year,Index,Authorisation,Consumer Protection,KYC,Transaction Limits,Agent Network,Infrastructure and Investment environment,Eligibility,Authorisation Instruments,Capital Requirements,International Remittances,Safeguarding of Funds,Consumer Protection Rules,Deposit Insurance,Permitted Identifications,KYC Requirements,KYC Proportionality,Entry-level transaction limits,Entry-level monthly limits,Entry-level balance limits,Maximum transaction limits,Maximum monthly limits,Maximum balance limits,Agent Eligibility,Agent Authorisation,Agent Activities,Agent Liability,Affordability,ID Verification Infrastructure,Interoperability,Settlement Access,Interest Payments,Financial Inclusion Strategy,Data Sovereignty,Gender Equality,data_country,data_year
NIC,Nicaragua,Latin America and the Caribbean,2021,67.98,100.00,40.00,0.00,100.00,94.00,52.50,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,70.00,0.00,,,,
NER,Niger,Sub-Saharan Africa,2018,74.95,100.00,40.00,32.00,100.00,94.00,67.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,50.00,100.00,,
NER,Niger,Sub-Saharan Africa,2019,74.95,100.00,40.00,32.00,100.00,94.00,67.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,50.00,100.00,,
NER,Niger,Sub-Saharan Africa,2020,74.95,100.00,40.00,32.00,100.00,94.00,67.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,50.00,100.00,,
NER,Niger,Sub-Saharan Africa,2021,74.95,100.00,40.00,32.00,100.00,94.00,67.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,50.00,100.00,,
NGA,Nigeria,Sub-Saharan Africa,2018,80.74,68.00,100.00,100.00,94.44,88.00,42.50,20.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,80.00,100.00,0.00,50.00,0.00,100.00,0.00,100.00,50.00,100.00,,
NGA,Nigeria,Sub-Saharan Africa,2019,83.77,66.00,100.00,100.00,94.44,94.00,60.00,40.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,50.00,100.00,,
NGA,Nigeria,Sub-Saharan Africa,2020,83.77,66.00,100.00,100.00,94.44,94.00,60.00,40.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,50.00,100.00,,
NGA,Nigeria,Sub-Saharan Africa,2021,83.77,66.00,100.00,100.00,94.44,94.00,60.00,40.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,50.00,100.00,,
PAK,Pakistan,South Asia,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,100.00,,
PAK,Pakistan,South Asia,2019,82.72,88.00,80.00,60.00,77.78,100.00,87.00,100.00,60.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,100.00,0.00,100.00,,
PAK,Pakistan,South Asia,2020,84.05,100.00,80.00,60.00,66.67,100.00,87.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,100.00,0.00,100.00,,
PAK,Pakistan,South Asia,2021,84.05,100.00,80.00,60.00,66.67,100.00,87.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,100.00,0.00,100.00,,
PNG,Papua New Guinea,East Asia and Pacific,2018,61.02,70.00,0.00,72.00,50.00,90.00,78.13,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,80.00,0.00,50.00,100.00,100.00,0.00,50.00,50.00,100.00,100.00,100.00,0.00,100.00,50.00,100.00,0.00,100.00,100.00,,,,
PNG,Papua New Guinea,East Asia and Pacific,2019,77.31,90.00,80.00,72.00,50.00,94.00,69.38,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,80.00,0.00,50.00,100.00,100.00,0.00,50.00,50.00,100.00,100.00,80.00,100.00,100.00,50.00,100.00,0.00,30.00,100.00,,,,
PNG,Papua New Guinea,East Asia and Pacific,2020,77.31,90.00,80.00,72.00,50.00,94.00,69.38,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,80.00,0.00,50.00,100.00,100.00,0.00,50.00,50.00,100.00,100.00,80.00,100.00,100.00,50.00,100.00,0.00,30.00,100.00,,,,
PNG,Papua New Guinea,East Asia and Pacific,2021,71.47,90.00,80.00,72.00,11.11,94.00,69.38,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,80.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,100.00,100.00,80.00,100.00,100.00,50.00,100.00,0.00,30.00,100.00,,,,
PRY,Paraguay,Latin America and the Caribbean,2018,64.76,70.00,80.00,0.00,55.56,100.00,79.50,100.00,100.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,75.00,50.00,100.00,,
PRY,Paraguay,Latin America and the Caribbean,2019,66.26,70.00,80.00,0.00,55.56,100.00,89.50,100.00,100.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,75.00,50.00,100.00,,
PRY,Paraguay,Latin America and the Caribbean,2020,74.06,70.00,80.00,52.00,55.56,100.00,89.50,100.00,100.00,0.00,0.00,100.00,100.00,0.00,0.00,80.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,75.00,50.00,100.00,,
PRY,Paraguay,Latin America and the Caribbean,2021,74.06,70.00,80.00,52.00,55.56,100.00,89.50,100.00,100.00,0.00,0.00,100.00,100.00,0.00,0.00,80.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,75.00,50.00,100.00,,
PER,Peru,Latin America and the Caribbean,2018,92.27,100.00,80.00,92.00,94.44,100.00,82.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,50.00,100.00,,
PER,Peru,Latin America and the Caribbean,2019,92.27,100.00,80.00,92.00,94.44,100.00,82.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,50.00,100.00,,
PER,Peru,Latin America and the Caribbean,2020,92.27,100.00,80.00,92.00,94.44,100.00,82.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,50.00,100.00,,
PER,Peru,Latin America and the Caribbean,2021,92.27,100.00,80.00,92.00,94.44,100.00,82.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,50.00,100.00,,
PHL,Philippines,East Asia and Pacific,2018,84.55,100.00,40.00,100.00,100.00,94.00,63.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,100.00,30.00,100.00,50.00,0.00,,
PHL,Philippines,East Asia and Pacific,2019,82.88,100.00,40.00,100.00,88.89,94.00,63.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,100.00,30.00,100.00,50.00,0.00,,
PHL,Philippines,East Asia and Pacific,2020,82.88,100.00,40.00,100.00,88.89,94.00,63.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,100.00,30.00,100.00,50.00,0.00,,
PHL,Philippines,East Asia and Pacific,2021,82.88,100.00,40.00,100.00,88.89,94.00,63.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,100.00,30.00,100.00,50.00,0.00,,
QAT,Qatar,Middle East and North Africa,2018,73.35,84.00,72.00,52.00,77.78,66.00,81.25,60.00,100.00,100.00,100.00,100.00,80.00,0.00,0.00,80.00,100.00,0.00,100.00,100.00,50.00,100.00,100.00,80.00,100.00,40.00,0.00,100.00,100.00,100.00,100.00,0.00,50.00,,,,
QAT,Qatar,Middle East and North Africa,2019,73.35,84.00,72.00,52.00,77.78,66.00,81.25,60.00,100.00,100.00,100.00,100.00,80.00,0.00,0.00,80.00,100.00,0.00,100.00,100.00,50.00,100.00,100.00,80.00,100.00,40.00,0.00,100.00,100.00,100.00,100.00,0.00,50.00,,,,
QAT,Qatar,Middle East and North Africa,2020,75.02,84.00,72.00,52.00,88.89,66.00,81.25,60.00,100.00,100.00,100.00,100.00,80.00,0.00,0.00,80.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,40.00,0.00,100.00,100.00,100.00,100.00,0.00,50.00,,,,
QAT,Qatar,Middle East and North Africa,2021,75.02,84.00,72.00,52.00,88.89,66.00,81.25,60.00,100.00,100.00,100.00,100.00,80.00,0.00,0.00,80.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,40.00,0.00,100.00,100.00,100.00,100.00,0.00,50.00,,,,
ROU,Romania,Europe and Central Asia,2018,75.68,90.00,80.00,100.00,100.00,52.00,22.50,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,40.00,100.00,0.00,0.00,100.00,0.00,30.00,0.00,,,,
ROU,Romania,Europe and Central Asia,2019,75.68,90.00,80.00,100.00,100.00,52.00,22.50,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,40.00,100.00,0.00,0.00,100.00,0.00,30.00,0.00,,,,
ROU,Romania,Europe and Central Asia,2020,75.68,90.00,80.00,100.00,100.00,52.00,22.50,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,40.00,100.00,0.00,0.00,100.00,0.00,30.00,0.00,,,,
ROU,Romania,Europe and Central Asia,2021,75.68,90.00,80.00,100.00,100.00,52.00,22.50,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,40.00,100.00,0.00,0.00,100.00,0.00,30.00,0.00,,,,
RUS,Russia,Europe and Central Asia,2018,81.61,100.00,40.00,92.00,88.89,84.00,72.50,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,100.00,30.00,100.00,,,,
RUS,Russia,Europe and Central Asia,2019,80.77,100.00,40.00,92.00,83.33,84.00,72.50,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,100.00,100.00,50.00,0.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,100.00,30.00,100.00,,,,
RUS,Russia,Europe and Central Asia,2020,81.61,100.00,40.00,92.00,88.89,84.00,72.50,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,100.00,30.00,100.00,,,,
RUS,Russia,Europe and Central Asia,2021,81.61,100.00,40.00,92.00,88.89,84.00,72.50,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,100.00,30.00,100.00,,,,
RWA,Rwanda,Sub-Saharan Africa,2018,96.36,100.00,100.00,92.00,100.00,100.00,83.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,,,,
RWA,Rwanda,Sub-Saharan Africa,2019,96.36,100.00,100.00,92.00,100.00,100.00,83.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,,,,
RWA,Rwanda,Sub-Saharan Africa,2020,96.36,100.00,100.00,92.00,100.00,100.00,83.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,,,,
RWA,Rwanda,Sub-Saharan Africa,2021,96.36,100.00,100.00,92.00,100.00,100.00,83.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,70.00,100.00,,,,
WSM,Samoa,East Asia and Pacific,2018,73.21,80.00,24.00,92.00,100.00,70.00,68.75,100.00,100.00,0.00,100.00,0.00,60.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,,,,
WSM,Samoa,East Asia and Pacific,2019,73.21,80.00,24.00,92.00,100.00,70.00,68.75,100.00,100.00,0.00,100.00,0.00,60.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,,,,
WSM,Samoa,East Asia and Pacific,2020,73.21,80.00,24.00,92.00,100.00,70.00,68.75,100.00,100.00,0.00,100.00,0.00,60.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,,,,
WSM,Samoa,East Asia and Pacific,2021,73.21,80.00,24.00,92.00,100.00,70.00,68.75,100.00,100.00,0.00,100.00,0.00,60.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,,,,
SEN,Senegal,Sub-Saharan Africa,2018,73.45,100.00,40.00,32.00,100.00,94.00,57.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,0.00,50.00,100.00,,
SEN,Senegal,Sub-Saharan Africa,2019,73.45,100.00,40.00,32.00,100.00,94.00,57.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,0.00,50.00,100.00,,
SEN,Senegal,Sub-Saharan Africa,2020,73.45,100.00,40.00,32.00,100.00,94.00,57.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,0.00,50.00,100.00,,
SEN,Senegal,Sub-Saharan Africa,2021,73.45,100.00,40.00,32.00,100.00,94.00,57.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,70.00,0.00,50.00,100.00,,
SYC,Seychelles,Sub-Saharan Africa,2018,67.44,90.00,64.00,0.00,100.00,70.00,65.63,100.00,100.00,100.00,0.00,100.00,60.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,75.00,,,,
SYC,Seychelles,Sub-Saharan Africa,2019,67.44,90.00,64.00,0.00,100.00,70.00,65.63,100.00,100.00,100.00,0.00,100.00,60.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,75.00,,,,
SYC,Seychelles,Sub-Saharan Africa,2020,67.44,90.00,64.00,0.00,100.00,70.00,65.63,100.00,100.00,100.00,0.00,100.00,60.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,75.00,,,,
SYC,Seychelles,Sub-Saharan Africa,2021,67.44,90.00,64.00,0.00,100.00,70.00,65.63,100.00,100.00,100.00,0.00,100.00,60.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,75.00,,,,
SLE,Sierra Leone,Sub-Saharan Africa,2018,81.84,80.00,80.00,92.00,100.00,84.00,56.25,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,0.00,0.00,100.00,,,,
SLE,Sierra Leone,Sub-Saharan Africa,2019,81.84,80.00,80.00,92.00,100.00,84.00,56.25,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,0.00,0.00,100.00,,,,
SLE,Sierra Leone,Sub-Saharan Africa,2020,81.84,80.00,80.00,92.00,100.00,84.00,56.25,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,0.00,0.00,100.00,,,,
SLE,Sierra Leone,Sub-Saharan Africa,2021,81.84,80.00,80.00,92.00,100.00,84.00,56.25,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,0.00,100.00,0.00,0.00,100.00,,,,
SGP,Singapore,East Asia and Pacific,2018,66.38,74.00,80.00,20.00,72.22,72.00,75.00,60.00,100.00,100.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,50.00,100.00,100.00,0.00,100.00,100.00,40.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,50.00,0.00,,
SGP,Singapore,East Asia and Pacific,2019,84.40,100.00,80.00,60.00,100.00,84.00,72.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,100.00,100.00,0.00,70.00,100.00,50.00,0.00,,
SGP,Singapore,East Asia and Pacific,2020,90.40,100.00,80.00,100.00,100.00,84.00,72.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,100.00,100.00,0.00,70.00,100.00,50.00,0.00,,
SGP,Singapore,East Asia and Pacific,2021,91.90,100.00,80.00,100.00,100.00,84.00,82.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,0.00,100.00,100.00,100.00,100.00,70.00,100.00,50.00,0.00,,
SLB,Solomon Islands,East Asia and Pacific,2018,82.99,60.00,80.00,92.00,100.00,100.00,81.25,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,,,,
SLB,Solomon Islands,East Asia and Pacific,2019,81.05,62.00,80.00,92.00,100.00,100.00,65.00,60.00,60.00,100.00,0.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,,,,
SLB,Solomon Islands,East Asia and Pacific,2020,81.05,62.00,80.00,92.00,100.00,100.00,65.00,60.00,60.00,100.00,0.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,,,,
SLB,Solomon Islands,East Asia and Pacific,2021,81.05,62.00,80.00,92.00,100.00,100.00,65.00,60.00,60.00,100.00,0.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,70.00,100.00,,,,
SOM,Somalia,Sub-Saharan Africa,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,Sub-Saharan Africa,2019,75.36,88.00,40.00,72.00,100.00,100.00,43.75,100.00,60.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,,,,
SOM,Somalia,Sub-Saharan Africa,2020,75.36,88.00,40.00,72.00,100.00,100.00,43.75,100.00,60.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,,,,
SOM,Somalia,Sub-Saharan Africa,2021,75.36,88.00,40.00,72.00,100.00,100.00,43.75,100.00,60.00,100.00,100.00,0.00,100.00,0.00,100.00,80.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,,,,
ZAF,South Africa,Sub-Saharan Africa,2018,76.42,84.00,80.00,60.00,44.44,90.00,95.00,60.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,50.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,,
ZAF,South Africa,Sub-Saharan Africa,2019,76.42,84.00,80.00,60.00,44.44,90.00,95.00,60.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,50.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,,
ZAF,South Africa,Sub-Saharan Africa,2020,76.42,84.00,80.00,60.00,44.44,90.00,95.00,60.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,50.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,,
ZAF,South Africa,Sub-Saharan Africa,2021,84.75,84.00,80.00,60.00,100.00,90.00,95.00,60.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,,
SSD,South Sudan,Sub-Saharan Africa,2018,86.65,100.00,80.00,92.00,100.00,94.00,45.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,,
SSD,South Sudan,Sub-Saharan Africa,2019,86.65,100.00,80.00,92.00,100.00,94.00,45.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,,
SSD,South Sudan,Sub-Saharan Africa,2020,86.65,100.00,80.00,92.00,100.00,94.00,45.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,,
SSD,South Sudan,Sub-Saharan Africa,2021,86.65,100.00,80.00,92.00,100.00,94.00,45.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,,
LKA,Sri Lanka,South Asia,2018,75.10,100.00,80.00,60.00,66.67,72.00,55.30,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,40.00,0.00,100.00,0.00,100.00,0.00,70.00,0.00,33.00,100.00,,
LKA,Sri Lanka,South Asia,2019,75.10,100.00,80.00,60.00,66.67,72.00,55.30,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,40.00,0.00,100.00,0.00,100.00,0.00,70.00,0.00,33.00,100.00,,
LKA,Sri Lanka,South Asia,2020,75.68,100.00,80.00,60.00,55.56,72.00,70.30,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,50.00,100.00,0.00,100.00,100.00,40.00,0.00,100.00,100.00,100.00,0.00,70.00,0.00,33.00,100.00,,
LKA,Sri Lanka,South Asia,2021,75.51,100.00,80.00,60.00,44.44,72.00,80.30,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,50.00,100.00,0.00,100.00,100.00,40.00,0.00,100.00,100.00,100.00,0.00,70.00,100.00,33.00,100.00,,
