Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2007,736,"Sudan (...2011)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59.477,,,,0.003512,,11.65275,
2007,740,"Suriname",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",205.27,"Estimated",21.08896,"Estimated",,,64.57062,"Estimated"
2007,740,"Suriname",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",131.75,"Estimated",39.862,"Estimated",0.007781,"Estimated",51.9929,"Estimated"
2007,748,"Eswatini",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",367.679,,37.8809,,,,72.44686,
2007,748,"Eswatini",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",405.887,,117.6395,,0.02397,,82.32077,
2007,752,"Sweden",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",24799.106,,20.62628,,,,47.8697,
2007,752,"Sweden",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",29447.766,,25.86234,,1.739048,,54.75821,
2007,757,"Switzerland, Liechtenstein",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",35833.297,,16.95307,,,,63.34284,
2007,757,"Switzerland, Liechtenstein",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",57527.526,,21.0861,,3.397307,,67.26349,"Estimated"
2007,760,"Syrian Arab Republic",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",561.845,,-7.89426,,,,18.65039,
2007,760,"Syrian Arab Republic",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",421,,33.65079,,0.024862,,10.90292,
2007,762,"Tajikistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",211.322,,194.64589,,,,35.65295,
2007,762,"Tajikistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",47.85,,19.80746,,0.002826,,32.18095,
2007,764,"Thailand",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",13938.49,,25.71423,,,,36.61159,
2007,764,"Thailand",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6240.48,,19.19094,,0.368534,,20.72292,
2007,768,"Togo",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",70.09,,21.49419,,,,22.91571,
2007,768,"Togo",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",56.356,,7.12289,,0.003328,,23.84642,
2007,776,"Tonga",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5.443,"Estimated",-9.01036,"Estimated",,,11.74452,"Estimated"
2007,776,"Tonga",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2.729,"Estimated",-56.45444,"Estimated",0.000161,"Estimated",11.34578,"Estimated"
2007,780,"Trinidad and Tobago",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",54.6,"Estimated",-4.87805,"Estimated",,,14.21505,"Estimated"
2007,780,"Trinidad and Tobago",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",217.4,"Estimated",0.69477,"Estimated",0.012839,"Estimated",23.53323,"Estimated"
2007,788,"Tunisia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",394.191,,8.31524,,,,14.54611,
2007,788,"Tunisia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",412.297,,21.5992,,0.024348,,8.6397,
2007,792,"Turkey",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4106,,30.47347,,,,25.80118,
2007,792,"Turkey",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1802,"Estimated",33.48148,"Estimated",0.106418,"Estimated",6.00547,"Estimated"
2007,798,"Tuvalu",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1.322,"Estimated",-0.199,"Estimated",,,6.04505,"Estimated"
2007,798,"Tuvalu",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",0.547,"Estimated",2.92886,"Estimated",3.2E-05,"Estimated",19.10465,"Estimated"
2007,800,"Uganda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",203.684,,24.63493,,,,20.84281,
2007,800,"Uganda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",97.887,,-9.89858,,0.005781,,14.76712,
2007,804,"Ukraine",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3362,,42.337,,,,28.51569,
2007,804,"Ukraine",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2147,,65.15385,,0.126792,,14.08423,
2007,807,"North Macedonia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",306.248,,33.83572,,,,39.94555,"Estimated"
2007,807,"North Macedonia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",264.882,,34.90969,,0.015643,,25.15309,
2007,818,"Egypt",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4338.5,,14.94847,,,,30.24947,
2007,818,"Egypt",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2331.3,,5.59859,,0.137676,,11.68958,
2007,834,"Tanzania, United Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",219.696,,72.18584,,,,15.54072,
2007,834,"Tanzania, United Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",304.613,,76.06287,,0.017989,,16.23964,
2007,842,"United States of America",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",180537,,16.73531,,,,46.83628,
2007,842,"United States of America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",283948,,21.71826,,16.768645,,57.28639,
2007,854,"Burkina Faso",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",83.291,,21.80187,,,,18.60751,
2007,854,"Burkina Faso",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",15.197,,280.89882,,0.000897,,17.689,
2007,858,"Uruguay",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",277.585,,5.16294,,,,24.56486,
2007,858,"Uruguay",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",430.39,,54.91269,,0.025417,,23.47431,
2007,862,"Venezuela (Bolivarian Rep. of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2441,,52.94486,,,,22.17881,
2007,862,"Venezuela (Bolivarian Rep. of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",188,,-20.33898,,0.011102,,10.05886,
2007,882,"Samoa",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",20.344,"Estimated",93.50733,"Estimated",,,28.61147,"Estimated"
2007,882,"Samoa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16.359,"Estimated",-12.72801,"Estimated",0.000966,"Estimated",9.74293,"Estimated"
2007,887,"Yemen",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",597.95,"Estimated",-24.83344,"Estimated",,,32.02526,"Estimated"
2007,887,"Yemen",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",107.77,"Estimated",-57.88096,"Estimated",0.006364,"Estimated",14.88906,"Estimated"
2007,891,"Serbia and Montenegro",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1236.7,,,,,,31.79399,
2007,891,"Serbia and Montenegro",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1022.174,"Estimated",,,0.060365,"Estimated",24.98028,"Estimated"
2007,894,"Zambia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",84.279,,44.42997,,,,10.09339,
2007,894,"Zambia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",44.625,"Estimated",36.46697,"Estimated",0.002635,"Estimated",6.64527,"Estimated"
2007,926,"United Kingdom",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",95113.435,,10.95513,,,,42.80774,
2007,926,"United Kingdom",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",248167.33,,19.88199,,14.655605,,73.63712,
2008,0000,"World",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1872148.841,,10.56038,,100,,46.21779,
2008,004,"Afghanistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",108.416,,,,,,14.49633,
2008,004,"Afghanistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",519.316,,,,0.027739,,40.23787,
2008,008,"Albania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",404.369,,19.50109,,,,17.04835,
2008,008,"Albania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",444.647,,19.76475,,0.023751,,16.2496,
2008,012,"Algeria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4233.102,,82.23575,,,,38.17699,
2008,012,"Algeria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1785.702,,38.79447,,0.095382,,51.28585,
2008,024,"Angola",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",11348.174,,73.31705,,,,51.25793,"Estimated"
2008,024,"Angola",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16.646,,-72.20252,,0.000889,,5.0527,
2008,028,"Antigua and Barbuda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",100.49,"Estimated",6.93491,"Estimated",,,35.59423,"Estimated"
2008,028,"Antigua and Barbuda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",77.52,"Estimated",1.95292,"Estimated",0.004141,"Estimated",13.84322,"Estimated"
2008,031,"Azerbaijan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1355.138,,32.2753,,,,34.60799,
2008,031,"Azerbaijan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",356.826,,16.59304,,0.01906,,21.38514,
2008,032,"Argentina",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4640.521,,26.12109,,,,34.00525,
2008,032,"Argentina",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4707.792,,26.2585,,0.251465,,41.20913,
2008,036,"Australia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",15004.5,,21.34752,,,,28.5806,
2008,036,"Australia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",11730.6,,2.42561,,0.626585,,24.31999,
2008,040,"Austria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",15541.349,,7.56922,,,,34.3254,
2008,040,"Austria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",21978.915,,16.49346,,1.173994,,34.84546,
2008,044,"Bahamas",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",606.529,"Estimated",5.49431,"Estimated",,,43.23394,"Estimated"
2008,048,"Bahrain",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",621.596,"Estimated",18.67293,"Estimated",,,30.61974,"Estimated"
2008,048,"Bahrain",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1813.031,"Estimated",8.56807,"Estimated",0.096842,"Estimated",46.3017,"Estimated"
2008,050,"Bangladesh",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",276.047,,-24.45616,,,,7.34822,
2008,050,"Bangladesh",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",696.843,,40.9512,,0.037222,,31.72169,
2008,051,"Armenia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",204.014,"Estimated",12.41511,"Estimated",,,17.76355,"Estimated"
2008,051,"Armenia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",147.596,"Estimated",27.74131,"Estimated",0.007884,"Estimated",17.6268,"Estimated"
2008,052,"Barbados",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",362.353,,33.44376,,,,54.68665,
2008,052,"Barbados",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",264.169,,42.46388,,0.01411,,17.39387,
2008,056,"Belgium",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",40487.964,,,,,,45.3335,
2008,056,"Belgium",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",41497.806,,,,2.216587,,42.77894,
2008,060,"Bermuda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",364.419,,-14.35589,,,,34.98945,
2008,060,"Bermuda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",908.669,,0.96364,,0.048536,,62.03874,
2008,064,"Bhutan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6.454,,-27.33609,,,,5.34689,
2008,064,"Bhutan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3.991,,-18.78493,,0.000213,,7.28752,
2008,068,"Bolivia (Plurinational State of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",291.785,,13.88243,,,,28.77479,
2008,068,"Bolivia (Plurinational State of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",139.71,,14.44135,,0.007463,,18.58768,
2008,070,"Bosnia and Herzegovina",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",107.836,,8.46639,,,,18.12509,
2008,070,"Bosnia and Herzegovina",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",165.711,,15.18285,,0.008851,,8.14654,
2008,072,"Botswana",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",235.848,,-31.17635,,,,42.14342,
2008,072,"Botswana",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",109.016,,-45.44482,,0.005823,,16.91288,
2008,076,"Brazil",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",22735.526,,27.85989,,,,48.22939,
2008,076,"Brazil",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",17528.745,,30.30562,,0.93629,,57.56472,
2008,084,"Belize",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",50.044,,-14.92633,,,,29.51123,
2008,084,"Belize",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",51.816,,3.74729,,0.002768,,13.40316,
2008,090,"Solomon Islands",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",34.061,,15.7133,,,,29.8332,
2008,090,"Solomon Islands",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9.36,,-16.26432,,0.0005,,18.88741,
2008,096,"Brunei Darussalam",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",300.929,,4.94163,,,,21.45664,
2008,096,"Brunei Darussalam",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",196.148,"Estimated",12.63808,"Estimated",0.010477,"Estimated",22.6171,"Estimated"
2008,100,"Bulgaria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1792.268,,19.86969,,,,26.73955,
2008,100,"Bulgaria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1533.683,,43.108,,0.081921,,15.71924,
2008,108,"Burundi",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",15.62,"Estimated",49.70174,"Estimated",,,6.03602,"Estimated"
2008,108,"Burundi",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1.038,"Estimated",-72.96109,"Estimated",5.5E-05,"Estimated",1.24609,"Estimated"
2008,1100,"Developed economies",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1531650.332,,9.71739,,81.812423,,52.0271,
2008,112,"Belarus",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",641.5,,37.36617,,,,23.16637,
2008,112,"Belarus",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",759.4,,58.70428,,0.040563,,16.45005,
2008,1120,"Developed economies: America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",355743.169,,9.57532,,19.001864,,57.48213,
2008,1130,"Developed economies: Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",80749.4,,15.75282,,4.313193,,48.67492,
2008,1140,"Developed economies: Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1081207.053,,9.41346,,57.752195,,51.50147,
2008,1150,"Developed economies: Oceania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",13950.71,,4.15037,,0.745171,,23.32723,
2008,116,"Cambodia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",138.214,,-15.88508,,,,15.35351,
2008,116,"Cambodia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",140.269,,-8.34128,,0.007492,,9.18357,
2008,120,"Cameroon",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1351.907,,98.32504,,,,50.12817,
2008,120,"Cameroon",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",617.855,,62.77485,,0.033002,,41.4763,
2008,1200,"Developing economies",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",312632.501,,13.16134,,16.699126,,31.22833,
2008,1210,"Developing economies: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",18370.42,,25.65733,,0.981248,,19.74997,
2008,1220,"Developing economies: America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",39918.479,,19.22544,,2.132228,,29.66209,
2008,1230,"Developing economies: Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",253668.882,,11.45456,,13.549611,,32.96008,
2008,124,"Canada",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",39410.9,,7.46688,,,,43.47599,
2008,124,"Canada",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",43474.5,,9.20964,,2.322171,,56.74011,
2008,1250,"Developing economies: Oceania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",674.72,,17.95459,,0.03604,,17.2941,
2008,1300,"Transition economies",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",27866.008,,32.31946,,1.48845,,26.3771,
2008,132,"Cabo Verde",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",54.625,,17.11772,,,,14.90643,
2008,132,"Cabo Verde",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",43.08,,21.27318,,0.002301,,7.09409,
2008,136,"Cayman Islands",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",482.4,"Estimated",8.2391,"Estimated",,,61.09422,"Estimated"
2008,136,"Cayman Islands",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1144.32,"Estimated",9.65961,"Estimated",0.061123,"Estimated",63.28224,"Estimated"
2008,144,"Sri Lanka",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",700.033,"Estimated",6.41484,"Estimated",,,16.36306,"Estimated"
2008,144,"Sri Lanka",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",600.5,"Estimated",20.38893,"Estimated",0.032075,"Estimated",29.98901,"Estimated"
2008,152,"Chile",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3908.775,,24.09104,,,,33.60566,
2008,152,"Chile",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2316.269,,7.40015,,0.123722,,21.82298,
2008,156,"China",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",64602.947,,23.56219,,,,41.30702,
2008,156,"China",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",31747.56,,2.30884,,1.695782,,21.8432,
2008,158,"China, Taiwan Province of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",13443.292,,-7.49815,,,,38.5526,
2008,158,"China, Taiwan Province of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7638.164,,2.18795,,0.407989,,32.72564,
2008,170,"Colombia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2622.4,,18.76274,,,,33.15004,
2008,170,"Colombia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",956.6,,23.14624,,0.051096,,20.87188,
2008,174,"Comoros",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",12.038,"Estimated",55.53454,"Estimated",,,15.0924,"Estimated"
