Country Name,Pillar,Sub-Pillar,Indicator,Data Source,Data Link,Available
Chad,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Chad,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Chad,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Congo,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Congo,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Congo,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Congo,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Congo,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Congo,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Congo,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Congo,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Congo,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Congo,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Congo,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Democratic Republic of the Congo,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Democratic Republic of the Congo,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Democratic Republic of the Congo,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Democratic Republic of the Congo,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Democratic Republic of the Congo,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Democratic Republic of the Congo,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Democratic Republic of the Congo,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Democratic Republic of the Congo,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Democratic Republic of the Congo,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Democratic Republic of the Congo,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Democratic Republic of the Congo,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Equatorial Guinea,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Equatorial Guinea,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Equatorial Guinea,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Equatorial Guinea,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Equatorial Guinea,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Equatorial Guinea,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Equatorial Guinea,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Equatorial Guinea,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Equatorial Guinea,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Equatorial Guinea,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Equatorial Guinea,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Gabon,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Gabon,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Gabon,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Gabon,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Gabon,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Gabon,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Gabon,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Gabon,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Gabon,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Gabon,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Gabon,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Sao Tome and Principe,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Sao Tome and Principe,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Sao Tome and Principe,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Sao Tome and Principe,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Sao Tome and Principe,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Sao Tome and Principe,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Sao Tome and Principe,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Sao Tome and Principe,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Sao Tome and Principe,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Sao Tome and Principe,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Sao Tome and Principe,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Botswana,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Botswana,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Botswana,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Botswana,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Botswana,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Botswana,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Botswana,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Botswana,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Botswana,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Botswana,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Botswana,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Eswatini,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Eswatini,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Eswatini,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Eswatini,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Eswatini,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Eswatini,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Eswatini,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Eswatini,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Eswatini,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Eswatini,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Eswatini,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Lesotho,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Lesotho,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Lesotho,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Lesotho,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Lesotho,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Lesotho,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Lesotho,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Lesotho,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Lesotho,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Lesotho,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Lesotho,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Namibia,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Namibia,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Namibia,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Namibia,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Namibia,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Namibia,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Namibia,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Namibia,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Namibia,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Namibia,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Namibia,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
South Africa,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
South Africa,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
South Africa,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
South Africa,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
South Africa,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
South Africa,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
South Africa,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
South Africa,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
South Africa,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
South Africa,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
South Africa,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Benin,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Benin,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Benin,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Benin,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Benin,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Benin,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Benin,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Benin,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Benin,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Benin,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Benin,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Burkina Faso,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Burkina Faso,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Burkina Faso,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Burkina Faso,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Burkina Faso,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Burkina Faso,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Burkina Faso,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Burkina Faso,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Burkina Faso,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Burkina Faso,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Burkina Faso,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Cabo Verde,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Cabo Verde,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Cabo Verde,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Cabo Verde,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Cabo Verde,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Cabo Verde,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Cabo Verde,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Cabo Verde,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Cabo Verde,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Cabo Verde,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Cabo Verde,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Côte d’Ivoire,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Côte d’Ivoire,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Côte d’Ivoire,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Côte d’Ivoire,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Côte d’Ivoire,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Côte d’Ivoire,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Côte d’Ivoire,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Côte d’Ivoire,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Côte d’Ivoire,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Côte d’Ivoire,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Côte d’Ivoire,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Gambia,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Gambia,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Gambia,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Gambia,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Gambia,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Gambia,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Gambia,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Gambia,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Gambia,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Gambia,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Gambia,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Ghana,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Ghana,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Ghana,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Ghana,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Ghana,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Ghana,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Ghana,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Ghana,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Ghana,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Ghana,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Ghana,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Guinea,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Guinea,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Guinea,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Guinea,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Guinea,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Guinea,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Guinea,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Guinea,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Guinea,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Guinea,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Guinea,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Guinea-Bissau,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Guinea-Bissau,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Guinea-Bissau,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Guinea-Bissau,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Guinea-Bissau,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Guinea-Bissau,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Guinea-Bissau,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Guinea-Bissau,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Guinea-Bissau,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Guinea-Bissau,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Guinea-Bissau,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Liberia,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Liberia,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Liberia,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Liberia,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Liberia,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Liberia,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Liberia,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Liberia,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Liberia,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Liberia,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Liberia,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Mali,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Mali,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Mali,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",Boston Consulting Group/Salesforce: The Global Trust Imperative,https://www.salesforce.com,
Mali,Government,Digital Public Services,Security incidents (# of relevant issues),SPECOPS,https://specopssoft.com,
Mali,Government,Digital Public Services,Inherent Cyber Risk,FM Global: FM Global Resilience Index,https://www.fmglobal.com/,
Mali,Government,Digital Public Services,What is the % change of government digitizing public services?,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Mali,Government,Funding and procurement,R&D spending (% of GDP),World Bank: World Development Indicators,https://datacatalog.worldbank.org,
Mali,Government,Funding and procurement,ICT investment as a percentage of GDP,OECD: Going Digital Toolkit,https://data.oecd.org,
Mali,Government,Funding and procurement,Evidence of digital strategies in/across Ministries,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Mali,Government,Leadership and coordination,Evidence of focus on vulnerable groups,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,
Mali,Government,Capabilities,% of digital skills certifications / training courses completed,Coursera: Global Skills Reports,https://www.coursera.org/skills-reports/global,
Mauritania,Government,Digital Public Services,Online-Service-Index (OSI),UN: E-Government Survey,https://publicadministration.un.org/egovkb,
Mauritania,Government,Digital Public Services,E-Participation index,UN: E-Government Survey,https://publicadministration.un.org/egovkb,
